"GID_0","GID_1","NAME_0","NAME_1","TYPE_1","ENGTYPE_1"
"ESP","ESP.17_1","Spain","Principado de Asturias","Comunidad Autónoma","Autonomous Community"
"ESP","ESP.18_1","Spain","Región de Murcia","Comunidad Autónoma","Autonomous Community"
"EST","EST.1_1","Estonia","Harju","Maakond","County"
"EST","EST.2_1","Estonia","Hiiu","Maakond","County"
"EST","EST.3_1","Estonia","Ida-Viru","Maakond","County"
"EST","EST.4_1","Estonia","Järva","Maakond","County"
"EST","EST.5_1","Estonia","Jõgeva","Maakond","County"
"EST","EST.7_1","Estonia","Lääne","Maakond","County"
"EST","EST.6_1","Estonia","Lääne-Viru","Maakond","County"
"EST","EST.8_1","Estonia","Pärnu","Maakond","County"
"EST","EST.9_1","Estonia","Peipsi","Water body","Water body"
"EST","EST.10_1","Estonia","Põlva","Maakond","County"
"EST","EST.11_1","Estonia","Rapla","Maakond","County"
"EST","EST.12_1","Estonia","Saare","Maakond","County"
"EST","EST.13_1","Estonia","Tartu","Maakond","County"
"EST","EST.14_1","Estonia","Valga","Maakond","County"
"EST","EST.15_1","Estonia","Viljandi","Maakond","County"
"EST","EST.16_1","Estonia","Võru","Maakond","County"
"ETH","ETH.1_1","Ethiopia","Addis Abeba","Astedader","City"
"ETH","ETH.2_1","Ethiopia","Afar","Kilil","State"
"ETH","ETH.3_1","Ethiopia","Amhara","Kilil","State"
"ETH","ETH.4_1","Ethiopia","Benshangul-Gumaz","Kilil","State"
"ETH","ETH.5_1","Ethiopia","Dire Dawa","Astedader","City"
"ETH","ETH.6_1","Ethiopia","Gambela Peoples","Kilil","State"
"ETH","ETH.7_1","Ethiopia","Harari People","Kilil","State"
"ETH","ETH.8_1","Ethiopia","Oromia","Kilil","State"
"ETH","ETH.9_1","Ethiopia","Somali","Kilil","State"
"ETH","ETH.10_1","Ethiopia","Southern Nations, Nationalities and Peoples","Kilil","State"
"ETH","ETH.11_1","Ethiopia","Tigray","Kilil","State"
"FIN","FIN.1_1","Finland","Eastern Finland","Lääni","Province"
"FIN","FIN.2_1","Finland","Lapland","Lääni","Province"
"FIN","FIN.3_1","Finland","Oulu","Lääni","Province"
"FIN","FIN.4_1","Finland","Southern Finland","Lääni","Province"
"FIN","FIN.5_1","Finland","Western Finland","Lääni","Province"
"FJI","FJI.1_1","Fiji","Central","Division","Division"
"FJI","FJI.2_1","Fiji","Eastern","Division","Division"
"FJI","FJI.3_1","Fiji","Northern","Division","Division"
"FJI","FJI.4_1","Fiji","Rotuma","Division","Division"
"FJI","FJI.5_1","Fiji","Western","Division","Division"
"FRA","FRA.1_1","France","Auvergne-Rhône-Alpes","Région","Region"
"FRA","FRA.2_1","France","Bourgogne-Franche-Comté","Région","Region"
"FRA","FRA.3_1","France","Bretagne","Région","Region"
"FRA","FRA.4_1","France","Centre-Val de Loire","Région","Region"
"FRA","FRA.5_1","France","Corse","Région","Region"
"FRA","FRA.6_1","France","Grand Est","Région","Region"
"FRA","FRA.7_1","France","Hauts-de-France","Région","Region"
"FRA","FRA.8_1","France","Île-de-France","Région","Region"
"FRA","FRA.9_1","France","Normandie","Région","Region"
"FRA","FRA.10_1","France","Nouvelle-Aquitaine","Région","Region"
"FRA","FRA.11_1","France","Occitanie","Région","Region"
"FRA","FRA.12_1","France","Pays de la Loire","Région","Region"
"FRA","FRA.13_1","France","Provence-Alpes-Côte d'Azur","Région","Region"
"FRO","FRO.1_1","Faroe Islands","Eysturoyar","Syssel|sýsla","Region"
"FRO","FRO.2_1","Faroe Islands","Norderøerne","Syssel|sýsla","Region"
"FRO","FRO.3_1","Faroe Islands","Sandoyar","Syssel|sýsla","Region"
"FRO","FRO.4_1","Faroe Islands","Streymoyar","Syssel|sýsla","Region"
"FRO","FRO.5_1","Faroe Islands","Suðuroyar","Syssel|sýsla","Region"
"FRO","FRO.6_1","Faroe Islands","Vågø","Syssel|sýsla","Region"
"FSM","FSM.1_1","Micronesia","Chuuk","State","State"
"FSM","FSM.2_1","Micronesia","Kosrae","State","State"
"FSM","FSM.3_1","Micronesia","Pohnpei","State","State"
"FSM","FSM.4_1","Micronesia","Yap","State","State"
"GAB","GAB.1_1","Gabon","Estuaire","Province","Province"
"GAB","GAB.2_1","Gabon","Haut-Ogooué","Province","Province"
"GAB","GAB.3_1","Gabon","Moyen-Ogooué","Province","Province"
"GAB","GAB.4_1","Gabon","Ngounié","Province","Province"
"GAB","GAB.5_1","Gabon","Nyanga","Province","Province"
"GAB","GAB.6_1","Gabon","Ogooué-Ivindo","Province","Province"
"GAB","GAB.7_1","Gabon","Ogooué-Lolo","Province","Province"
"GAB","GAB.8_1","Gabon","Ogooué-Maritime","Province","Province"
"GAB","GAB.9_1","Gabon","Wouleu-Ntem","Province","Province"
"GBR","GBR.1_1","United Kingdom","England","Home Nation|Constituent Country","Kingdom"
"GBR","GBR.2_1","United Kingdom","Northern Ireland","Home Nation|Constituent Country","Province"
"GBR","GBR.3_1","United Kingdom","Scotland","Home Nation|Constituent Country","Kingdom"
"GBR","GBR.4_1","United Kingdom","Wales","Home Nation|Constituent Country","Principality"
"GEO","GEO.1_1","Georgia","Abkhazia","Avtonomiuri Respublika","Autonomous Republic"
"GEO","GEO.2_1","Georgia","Ajaria","Avtonomiuri Respublika","Autonomous Republic"
"GEO","GEO.3_1","Georgia","Guria","Region","Region"
"GEO","GEO.4_1","Georgia","Imereti","Region","Region"
"GEO","GEO.5_1","Georgia","Kakheti","Region","Region"
"GEO","GEO.6_1","Georgia","Kvemo Kartli","Region","Region"
"GEO","GEO.7_1","Georgia","Mtskheta-Mtianeti","Region","Region"
"GEO","GEO.8_1","Georgia","Racha-Lechkhumi-Kvemo Svaneti","Region","Region"
"GEO","GEO.9_1","Georgia","Samegrelo-Zemo Svaneti","Region","Region"
"GEO","GEO.10_1","Georgia","Samtskhe-Javakheti","Region","Region"
"GEO","GEO.11_1","Georgia","Shida Kartli","Region","Region"
"GEO","GEO.12_1","Georgia","Tbilisi","K'alak'i","Independent City"
"GGY","GGY.1_1","Guernsey","Alderney","Parish","Parish"
"GGY","GGY.2_1","Guernsey","Brecqhou","Parish","Parish"
"GGY","GGY.3_1","Guernsey","Castel","Parish","Parish"
"GGY","GGY.4_1","Guernsey","Forest","Parish","Parish"
"GGY","GGY.5_1","Guernsey","Herm","Parish","Parish"
"GGY","GGY.6_1","Guernsey","Jethou","Parish","Parish"
"GGY","GGY.7_1","Guernsey","Saint Andrew","Parish","Parish"
"GGY","GGY.8_1","Guernsey","Saint Martin","Parish","Parish"
"GGY","GGY.9_1","Guernsey","Saint Peter Port","Parish","Parish"
"GGY","GGY.10_1","Guernsey","Saint Pierre du Bois","Parish","Parish"
"GGY","GGY.11_1","Guernsey","Saint Sampson","Parish","Parish"
"GGY","GGY.12_1","Guernsey","Saint Saviour","Parish","Parish"
"GGY","GGY.13_1","Guernsey","Sark","Parish","Parish"
"GGY","GGY.14_1","Guernsey","Torteval","Parish","Parish"
"GGY","GGY.15_1","Guernsey","Vale","Parish","Parish"
"GHA","GHA.1_1","Ghana","Ashanti","Region","Region"
"GHA","GHA.2_1","Ghana","Brong Ahafo","Region","Region"
"GHA","GHA.3_1","Ghana","Central","Region","Region"
"GHA","GHA.4_1","Ghana","Eastern","Region","Region"
"GHA","GHA.5_1","Ghana","Greater Accra","Region","Region"
"GHA","GHA.6_1","Ghana","Northern","Region","Region"
"GHA","GHA.7_1","Ghana","Upper East","Region","Region"
"GHA","GHA.8_1","Ghana","Upper West","Region","Region"
"GHA","GHA.9_1","Ghana","Volta","Region","Region"
"GHA","GHA.10_1","Ghana","Western","Region","Region"
"GIN","GIN.1_1","Guinea","Boké","Region","Region"
"GIN","GIN.2_1","Guinea","Conakry","Region","Region"
"GIN","GIN.3_1","Guinea","Faranah","Region","Region"
"GIN","GIN.4_1","Guinea","Kankan","Region","Region"
"GIN","GIN.5_1","Guinea","Kindia","Region","Region"
"GIN","GIN.6_1","Guinea","Labé","Region","Region"
"GIN","GIN.7_1","Guinea","Mamou","Region","Region"
"GIN","GIN.8_1","Guinea","Nzérékoré","Region","Region"
"GLP","GLP.1_1","Guadeloupe","Basse-Terre","Arrondissement","District"
"GLP","GLP.2_1","Guadeloupe","Pointe-à-Pitre","Arrondissement","District"
"GMB","GMB.1_1","Gambia","Banjul","Independent City","Independent City"
"GMB","GMB.2_1","Gambia","Lower River","Division","Division"
"GMB","GMB.3_1","Gambia","Maccarthy Island","Division","Division"
"GMB","GMB.4_1","Gambia","North Bank","Division","Division"
"GMB","GMB.5_1","Gambia","Upper River","Division","Division"
"GMB","GMB.6_1","Gambia","Western","Division","Division"
"GNB","GNB.1_1","Guinea-Bissau","Bafatá","Região","Region"
"GNB","GNB.2_1","Guinea-Bissau","Biombo","Região","Region"
"GNB","GNB.3_1","Guinea-Bissau","Bissau","Sector Autónomo","Autonomous Sector"
"GNB","GNB.4_1","Guinea-Bissau","Bolama","Região","Region"
"GNB","GNB.5_1","Guinea-Bissau","Cacheu","Região","Region"
"GNB","GNB.6_1","Guinea-Bissau","Gabú","Região","Region"
"GNB","GNB.7_1","Guinea-Bissau","Oio","Região","Region"
"GNB","GNB.8_1","Guinea-Bissau","Quinara","Região","Region"
"GNB","GNB.9_1","Guinea-Bissau","Tombali","Região","Region"
"GNQ","GNQ.1_1","Equatorial Guinea","Annobón","Provincia","Province"
"GNQ","GNQ.2_1","Equatorial Guinea","Bioko Norte","Provincia","Province"
"GNQ","GNQ.3_1","Equatorial Guinea","Bioko Sur","Provincia","Province"
"GNQ","GNQ.4_1","Equatorial Guinea","Centro Sur","Provincia","Province"
"GNQ","GNQ.5_1","Equatorial Guinea","Kié-Ntem","Provincia","Province"
"GNQ","GNQ.6_1","Equatorial Guinea","Litoral","Provincia","Province"
"GNQ","GNQ.7_1","Equatorial Guinea","Wele-Nzas","Provincia","Province"
"GRC","GRC.1_1","Greece","Aegean","Apokentroménes dioikíseis","Decentralized administration"
"GRC","GRC.2_1","Greece","Athos","Apokentroménes dioikíseis","Decentralized administration"
"GRC","GRC.3_1","Greece","Attica","Apokentroménes dioikíseis","Decentralized administration"
"GRC","GRC.4_1","Greece","Crete","Apokentroménes dioikíseis","Decentralized administration"
"GRC","GRC.5_1","Greece","Epirus and Western Macedonia","Apokentroménes dioikíseis","Decentralized administration"
"GRC","GRC.6_1","Greece","Macedonia and Thrace","Apokentroménes dioikíseis","Decentralized administration"
"GRC","GRC.7_1","Greece","Peloponnese, Western Greece and the Ionian Islands","Apokentroménes dioikíseis","Decentralized administration"
"GRC","GRC.8_1","Greece","Thessaly and Central Greece","Apokentroménes dioikíseis","Decentralized administration"
"GRD","GRD.1_1","Grenada","Carriacou","Dependency","Dependency"
"GRD","GRD.2_1","Grenada","Saint Andrew","Parish","Parish"
"GRD","GRD.3_1","Grenada","Saint David","Parish","Parish"
"GRD","GRD.4_1","Grenada","Saint George","Parish","Parish"
"GRD","GRD.5_1","Grenada","Saint John","Parish","Parish"
"GRD","GRD.6_1","Grenada","Saint Mark","Parish","Parish"
"GRD","GRD.7_1","Grenada","Saint Patrick","Parish","Parish"
"GRL","GRL.1_1","Greenland","Kujalleq","Kommuner","Commune"
"GRL","GRL.2_1","Greenland","Northeast Greenland National Park","National Park","National Park"
"GRL","GRL.3_1","Greenland","Qaasuitsup","Kommuner","Commune"
"GRL","GRL.4_1","Greenland","Qeqqata","Kommuner","Commune"
"GRL","GRL.5_1","Greenland","Sermersooq","Kommuner","Commune"
"GTM","GTM.1_1","Guatemala","Alta Verapaz","Departamento","Department"
"GTM","GTM.2_1","Guatemala","Baja Verapaz","Departamento","Department"
"GTM","GTM.3_1","Guatemala","Chimaltenango","Departamento","Department"
"GTM","GTM.4_1","Guatemala","Chiquimula","Departamento","Department"
"GTM","GTM.5_1","Guatemala","El Progreso","Departamento","Department"
"GTM","GTM.6_1","Guatemala","Escuintla","Departamento","Department"
"GTM","GTM.7_1","Guatemala","Guatemala","Departamento","Department"
"GTM","GTM.8_1","Guatemala","Huehuetenango","Departamento","Department"
"GTM","GTM.9_1","Guatemala","Izabal","Departamento","Department"
"GTM","GTM.10_1","Guatemala","Jalapa","Departamento","Department"
"GTM","GTM.11_1","Guatemala","Jutiapa","Departamento","Department"
"GTM","GTM.12_1","Guatemala","Petén","Departamento","Department"
"GTM","GTM.13_1","Guatemala","Quezaltenango","Departamento","Department"
"GTM","GTM.14_1","Guatemala","Quiché","Departamento","Department"
"GTM","GTM.15_1","Guatemala","Retalhuleu","Departamento","Department"
"GTM","GTM.16_1","Guatemala","Sacatepéquez","Departamento","Department"
"GTM","GTM.17_1","Guatemala","San Marcos","Departamento","Department"
"GTM","GTM.18_1","Guatemala","Santa Rosa","Departamento","Department"
"GTM","GTM.19_1","Guatemala","Sololá","Departamento","Department"
"GTM","GTM.20_1","Guatemala","Suchitepéquez","Departamento","Department"
"GTM","GTM.21_1","Guatemala","Totonicapán","Departamento","Department"
"GTM","GTM.22_1","Guatemala","Zacapa","Departamento","Department"
"GUF","GUF.1_1","French Guiana","Cayenne","Arrondissement","Arrondissement"
"GUF","GUF.2_1","French Guiana","Saint-Laurent-du-Maroni","Arrondissement","Arrondissement"
"GUM","GUM.1_1","Guam","Agana Heights","Municipality","Municipality"
"GUM","GUM.2_1","Guam","Agat","Municipality","Municipality"
"GUM","GUM.3_1","Guam","Asan","Municipality","Municipality"
"GUM","GUM.4_1","Guam","Barrigada","Municipality","Municipality"
"GUM","GUM.5_1","Guam","Chalan-Pago-Ordot","Municipality","Municipality"
"GUM","GUM.6_1","Guam","Dededo","Municipality","Municipality"
"GUM","GUM.7_1","Guam","Hagåtña","Municipality","Municipality"
"GUM","GUM.8_1","Guam","Inarajan","Municipality","Municipality"
"GUM","GUM.9_1","Guam","Mangilao","Municipality","Municipality"
"GUM","GUM.10_1","Guam","Merizo","Municipality","Municipality"
"GUM","GUM.11_1","Guam","Mongmong-Toto-Maite","Municipality","Municipality"
"GUM","GUM.12_1","Guam","Piti","Municipality","Municipality"
"GUM","GUM.13_1","Guam","Santa Rita","Municipality","Municipality"
"GUM","GUM.14_1","Guam","Sinajana","Municipality","Municipality"
"GUM","GUM.15_1","Guam","Talofofo","Municipality","Municipality"
"GUM","GUM.16_1","Guam","Tamuning","Municipality","Municipality"
"GUM","GUM.17_1","Guam","Umatac","Municipality","Municipality"
"GUM","GUM.18_1","Guam","Yigo","Municipality","Municipality"
"GUM","GUM.19_1","Guam","Yona","Municipality","Municipality"
"GUY","GUY.1_1","Guyana","Barima-Waini","Region","Region"
"GUY","GUY.2_1","Guyana","Cuyuni-Mazaruni","Region","Region"
"GUY","GUY.3_1","Guyana","Demerara-Mahaica","Region","Region"
"GUY","GUY.4_1","Guyana","East Berbice-Corentyne","Region","Region"
"GUY","GUY.5_1","Guyana","Essequibo Islands-West Demerara","Region","Region"
"GUY","GUY.6_1","Guyana","Mahaica-Berbice","Region","Region"
"GUY","GUY.7_1","Guyana","Pomeroon-Supenaam","Region","Region"
"GUY","GUY.8_1","Guyana","Potaro-Siparuni","Region","Region"
"GUY","GUY.9_1","Guyana","Upper Demerara-Berbice","Region","Region"
"GUY","GUY.10_1","Guyana","Upper Takutu-Upper Essequibo","Region","Region"
"HKG","HKG.1_1","Hong Kong","Central and Western","District","District"
"HKG","HKG.2_1","Hong Kong","Eastern","District","District"
"HKG","HKG.3_1","Hong Kong","Islands","District","District"
"HKG","HKG.4_1","Hong Kong","Kowloon City","District","District"
"HKG","HKG.5_1","Hong Kong","Kwai Tsing","District","District"
"HKG","HKG.6_1","Hong Kong","Kwun Tong","District","District"
"HKG","HKG.7_1","Hong Kong","North","District","District"
"HKG","HKG.8_1","Hong Kong","Sai Kung","District","District"
"HKG","HKG.9_1","Hong Kong","Sha Tin","District","District"
"HKG","HKG.10_1","Hong Kong","Sham Shui Po","District","District"
"HKG","HKG.11_1","Hong Kong","Southern","District","District"
"HKG","HKG.12_1","Hong Kong","Tai Po","District","District"
"HKG","HKG.13_1","Hong Kong","Tsuen Wan","District","District"
"HKG","HKG.14_1","Hong Kong","Tuen Mun","District","District"
"HKG","HKG.15_1","Hong Kong","Wan Chai","District","District"
"HKG","HKG.16_1","Hong Kong","Wong Tai Sin","District","District"
"HKG","HKG.17_1","Hong Kong","Yau Tsim Mong","District","District"
"HKG","HKG.18_1","Hong Kong","Yuen Long","District","District"
"HND","HND.1_1","Honduras","Atlántida","Departamento","Department"
"HND","HND.2_1","Honduras","Choluteca","Departamento","Department"
"HND","HND.3_1","Honduras","Colón","Departamento","Department"
"HND","HND.4_1","Honduras","Comayagua","Departamento","Department"
"HND","HND.5_1","Honduras","Copán","Departamento","Department"
"HND","HND.6_1","Honduras","Cortés","Departamento","Department"
"HND","HND.7_1","Honduras","El Paraíso","Departamento","Department"
"HND","HND.8_1","Honduras","Francisco Morazán","Departamento","Department"
"HND","HND.9_1","Honduras","Gracias a Dios","Departamento","Department"
"HND","HND.10_1","Honduras","Intibucá","Departamento","Department"
"HND","HND.11_1","Honduras","Islas de la Bahía","Departamento","Department"
"HND","HND.12_1","Honduras","La Paz","Departamento","Department"
"HND","HND.13_1","Honduras","Lempira","Departamento","Department"
"HND","HND.14_1","Honduras","Ocotepeque","Departamento","Department"
"HND","HND.15_1","Honduras","Olancho","Departamento","Department"
"HND","HND.16_1","Honduras","Santa Bárbara","Departamento","Department"
"HND","HND.17_1","Honduras","Valle","Departamento","Department"
"HND","HND.18_1","Honduras","Yoro","Departamento","Department"
"HRV","HRV.1_1","Croatia","Bjelovarska-Bilogorska","Županija","County"
"HRV","HRV.2_1","Croatia","Brodsko-Posavska","Županija","County"
"HRV","HRV.3_1","Croatia","Dubrovacko-Neretvanska","Županija","County"
"HRV","HRV.4_1","Croatia","Grad Zagreb","Grad","City"
"HRV","HRV.5_1","Croatia","Istarska","Županija","County"
"HRV","HRV.6_1","Croatia","Karlovacka","Županija","County"
"HRV","HRV.7_1","Croatia","Koprivničko-Križevačka","Županija","County"
"HRV","HRV.8_1","Croatia","Krapinsko-Zagorska","Županija","County"
"HRV","HRV.9_1","Croatia","Licko-Senjska","Županija","County"
"HRV","HRV.10_1","Croatia","Medimurska","Županija","County"
"HRV","HRV.11_1","Croatia","Osjecko-Baranjska","Županija","County"
"HRV","HRV.12_1","Croatia","Požeško-Slavonska","Županija","County"
"HRV","HRV.13_1","Croatia","Primorsko-Goranska","Županija","County"
"HRV","HRV.14_1","Croatia","Šibensko-Kninska","Županija","County"
"HRV","HRV.15_1","Croatia","Sisacko-Moslavacka","Županija","County"
"HRV","HRV.16_1","Croatia","Splitsko-Dalmatinska","Županija","County"
"HRV","HRV.17_1","Croatia","Varaždinska","Županija","County"
"HRV","HRV.18_1","Croatia","Viroviticko-Podravska","Županija","County"
"HRV","HRV.19_1","Croatia","Vukovarsko-Srijemska","Županija","County"
"HRV","HRV.20_1","Croatia","Zadarska","Županija","County"
"HRV","HRV.21_1","Croatia","Zagrebačka","Županija","County"
"HTI","HTI.1_1","Haiti","Centre","Département","Department"
"HTI","HTI.2_1","Haiti","Grand'Anse","Département","Department"
"HTI","HTI.3_1","Haiti","L'Artibonite","Département","Department"
"HTI","HTI.4_1","Haiti","Nippes","Département","Department"
"HTI","HTI.7_1","Haiti","Nord","Département","Department"
"HTI","HTI.5_1","Haiti","Nord-Est","Département","Department"
"HTI","HTI.6_1","Haiti","Nord-Ouest","Département","Department"
"HTI","HTI.8_1","Haiti","Ouest","Département","Department"
"HTI","HTI.10_1","Haiti","Sud","Département","Department"
"HTI","HTI.9_1","Haiti","Sud-Est","Département","Department"
"HUN","HUN.1_1","Hungary","Bács-Kiskun","Megye","County"
"HUN","HUN.2_1","Hungary","Baranya","Megye","County"
"HUN","HUN.3_1","Hungary","Békés","Megye","County"
"HUN","HUN.4_1","Hungary","Borsod-Abaúj-Zemplén","Megye","County"
"HUN","HUN.5_1","Hungary","Budapest","Fovaros","Capital City"
"HUN","HUN.6_1","Hungary","Csongrád","Megye","County"
"HUN","HUN.7_1","Hungary","Fejér","Megye","County"
"HUN","HUN.8_1","Hungary","Gyor-Moson-Sopron","Megye","County"
"HUN","HUN.9_1","Hungary","Hajdú-Bihar","Megye","County"
"HUN","HUN.10_1","Hungary","Heves","Megye","County"
"HUN","HUN.11_1","Hungary","Jász-Nagykun-Szolnok","Megye","County"
"HUN","HUN.12_1","Hungary","Komárom-Esztergom","Megye","County"
"HUN","HUN.13_1","Hungary","Nógrád","Megye","County"
"HUN","HUN.14_1","Hungary","Pest","Megye","County"
"HUN","HUN.15_1","Hungary","Somogy","Megye","County"
"HUN","HUN.16_1","Hungary","Szabolcs-Szatmár-Bereg","Megye","County"
"HUN","HUN.17_1","Hungary","Tolna","Megye","County"
"HUN","HUN.18_1","Hungary","Vas","Megye","County"
"HUN","HUN.19_1","Hungary","Veszprém","Megye","County"
"HUN","HUN.20_1","Hungary","Zala","Megye","County"
"IDN","IDN.1_1","Indonesia","Aceh","Propinisi","Province"
"IDN","IDN.2_1","Indonesia","Bali","Propinisi","Province"
"IDN","IDN.3_1","Indonesia","Bangka Belitung","Propinisi","Province"
"IDN","IDN.4_1","Indonesia","Banten","Propinisi","Province"
"IDN","IDN.5_1","Indonesia","Bengkulu","Propinisi","Province"
"IDN","IDN.6_1","Indonesia","Gorontalo","Propinisi","Province"
"IDN","IDN.7_1","Indonesia","Jakarta Raya","Propinisi","Province"
"IDN","IDN.8_1","Indonesia","Jambi","Propinisi","Province"
"IDN","IDN.9_1","Indonesia","Jawa Barat","Propinisi","Province"
"IDN","IDN.10_1","Indonesia","Jawa Tengah","Propinisi","Province"
"IDN","IDN.11_1","Indonesia","Jawa Timur","Propinisi","Province"
"IDN","IDN.12_1","Indonesia","Kalimantan Barat","Propinisi","Province"
"IDN","IDN.13_1","Indonesia","Kalimantan Selatan","Propinisi","Province"
"IDN","IDN.14_1","Indonesia","Kalimantan Tengah","Propinisi","Province"
"IDN","IDN.15_1","Indonesia","Kalimantan Timur","Propinisi","Province"
"IDN","IDN.16_1","Indonesia","Kepulauan Riau","Propinisi","Province"
"IDN","IDN.17_1","Indonesia","Lampung","Propinisi","Province"
"IDN","IDN.19_1","Indonesia","Maluku","Propinisi","Province"
"IDN","IDN.18_1","Indonesia","Maluku Utara","Propinisi","Province"
"IDN","IDN.20_1","Indonesia","Nusa Tenggara Barat","Propinisi","Province"
"IDN","IDN.21_1","Indonesia","Nusa Tenggara Timur","Propinisi","Province"
"IDN","IDN.23_1","Indonesia","Papua","Propinisi","Province"
"IDN","IDN.22_1","Indonesia","Papua Barat","Propinisi","Province"
"IDN","IDN.24_1","Indonesia","Riau","Propinisi","Province"
"IDN","IDN.25_1","Indonesia","Sulawesi Barat","Propinisi","Province"
"IDN","IDN.26_1","Indonesia","Sulawesi Selatan","Propinisi","Province"
"IDN","IDN.27_1","Indonesia","Sulawesi Tengah","Propinisi","Province"
"IDN","IDN.28_1","Indonesia","Sulawesi Tenggara","Propinisi","Province"
"IDN","IDN.29_1","Indonesia","Sulawesi Utara","Propinisi","Province"
"IDN","IDN.30_1","Indonesia","Sumatera Barat","Propinisi","Province"
"IDN","IDN.31_1","Indonesia","Sumatera Selatan","Propinisi","Province"
"IDN","IDN.32_1","Indonesia","Sumatera Utara","Propinisi","Province"
"IDN","IDN.33_1","Indonesia","Yogyakarta","Propinisi","Province"
"IMN","IMN.1_1","Isle of Man","Ayre","Sheading",NA
"IMN","IMN.2_1","Isle of Man","Garff","Sheading",NA
"IMN","IMN.3_1","Isle of Man","Glenfaba","Sheading",NA
"IMN","IMN.4_1","Isle of Man","Michael","Sheading",NA
"IMN","IMN.5_1","Isle of Man","Middle","Sheading",NA
"IMN","IMN.6_1","Isle of Man","Rushen","Sheading",NA
"IND","IND.1_1","India","Andaman and Nicobar","Union Territor","Union Territory"
"IND","IND.2_1","India","Andhra Pradesh","State","State"
"IND","IND.3_1","India","Arunachal Pradesh","State","State"
"IND","IND.4_1","India","Assam","State","State"
"IND","IND.5_1","India","Bihar","State","State"
"IND","IND.6_1","India","Chandigarh","Union Territor","Union Territory"
"IND","IND.7_1","India","Chhattisgarh","State","State"
"IND","IND.8_1","India","Dadra and Nagar Haveli","Union Territor","Union Territory"
"IND","IND.9_1","India","Daman and Diu","Union Territor","Union Territory"
"IND","IND.10_1","India","Goa","State","State"
"IND","IND.11_1","India","Gujarat","State","State"
"IND","IND.12_1","India","Haryana","State","State"
"IND","IND.13_1","India","Himachal Pradesh","Union Territor","Union Territory"
"IND","IND.14_1","India","Jammu and Kashmir","State","State"
"IND","IND.15_1","India","Jharkhand","State","State"
"IND","IND.16_1","India","Karnataka","State","State"
"IND","IND.17_1","India","Kerala","State","State"
"IND","IND.18_1","India","Lakshadweep","Union Territor","Union Territory"
"IND","IND.19_1","India","Madhya Pradesh","State","State"
"IND","IND.20_1","India","Maharashtra","State","State"
"IND","IND.21_1","India","Manipur","State","State"
"IND","IND.22_1","India","Meghalaya","State","State"
"IND","IND.23_1","India","Mizoram","State","State"
"IND","IND.24_1","India","Nagaland","State","State"
"IND","IND.25_1","India","NCT of Delhi","Union Territor","Union Territory"
"IND","IND.26_1","India","Odisha","State","State"
"IND","IND.27_1","India","Puducherry","Union Territor","Union Territory"
"IND","IND.28_1","India","Punjab","State","State"
"IND","IND.29_1","India","Rajasthan","State","State"
"IND","IND.30_1","India","Sikkim","State","State"
"IND","IND.31_1","India","Tamil Nadu","State","State"
"IND","IND.32_1","India","Telangana","State","State"
"IND","IND.33_1","India","Tripura","State","State"
"IND","IND.34_1","India","Uttar Pradesh","State","State"
"IND","IND.35_1","India","Uttarakhand","State","State"
"IND","IND.36_1","India","West Bengal","State","State"
"IRL","IRL.1_1","Ireland","Carlow","Administrative County","County"
"IRL","IRL.2_1","Ireland","Cavan","Administrative County","County"
"IRL","IRL.3_1","Ireland","Clare","Administrative County","County"
"IRL","IRL.4_1","Ireland","Cork","Traditional County","County"
"IRL","IRL.5_1","Ireland","Donegal","Administrative County","County"
"IRL","IRL.6_1","Ireland","Dublin","Administrative County","County"
"IRL","IRL.7_1","Ireland","Galway","Traditional County","County"
"IRL","IRL.8_1","Ireland","Kerry","Administrative County","County"
"IRL","IRL.9_1","Ireland","Kildare","Administrative County","County"
"IRL","IRL.10_1","Ireland","Kilkenny","Administrative County","County"
"IRL","IRL.11_1","Ireland","Laoighis","Administrative County","County"
"IRL","IRL.12_1","Ireland","Leitrim","Administrative County","County"
"IRL","IRL.13_1","Ireland","Limerick","Traditional County","County"
"IRL","IRL.14_1","Ireland","Longford","Administrative County","County"
"IRL","IRL.15_1","Ireland","Louth","Administrative County","County"
"IRL","IRL.16_1","Ireland","Mayo","Administrative County","County"
"IRL","IRL.17_1","Ireland","Meath","Administrative County","County"
"IRL","IRL.18_1","Ireland","Monaghan","Administrative County","County"
"IRL","IRL.19_1","Ireland","Offaly","Administrative County","County"
"IRL","IRL.20_1","Ireland","Roscommon","Administrative County","County"
"IRL","IRL.21_1","Ireland","Sligo","Administrative County","County"
"IRL","IRL.22_1","Ireland","Tipperary","Administrative County","County"
"IRL","IRL.23_1","Ireland","Waterford","Traditional County","County"
"IRL","IRL.24_1","Ireland","Westmeath","Administrative County","County"
"IRL","IRL.25_1","Ireland","Wexford","Administrative County","County"
"IRL","IRL.26_1","Ireland","Wicklow","Administrative County","County"
"IRN","IRN.1_1","Iran","Alborz","Ostan","Province"
"IRN","IRN.2_1","Iran","Ardebil","Ostan","Province"
"IRN","IRN.3_1","Iran","Bushehr","Ostan","Province"
"IRN","IRN.4_1","Iran","Chahar Mahall and Bakhtiari","Ostan","Province"
"IRN","IRN.5_1","Iran","East Azarbaijan","Ostan","Province"
"IRN","IRN.6_1","Iran","Esfahan","Ostan","Province"
