"GID_0","GID_1","NAME_0","NAME_1","TYPE_1","ENGTYPE_1"
"MDA","MDA.10_1","Moldova","Chişinău","Municipiu","City"
"MDA","MDA.11_1","Moldova","Cimişlia","Raion","District"
"MDA","MDA.12_1","Moldova","Criuleni","Raion","District"
"MDA","MDA.13_1","Moldova","Donduseni","Raion","District"
"MDA","MDA.14_1","Moldova","Drochia","Raion","District"
"MDA","MDA.15_1","Moldova","Dubăsari","Raion","District"
"MDA","MDA.16_1","Moldova","Edineţ","Raion","District"
"MDA","MDA.17_1","Moldova","Făleşti","Raion","District"
"MDA","MDA.18_1","Moldova","Floreşti","Raion","District"
"MDA","MDA.19_1","Moldova","Găgăuzia","Unitate Teritorială Autonomă","Autonomous Territory"
"MDA","MDA.20_1","Moldova","Glodeni","Raion","District"
"MDA","MDA.21_1","Moldova","Hîncesti","Raion","District"
"MDA","MDA.22_1","Moldova","Ialoveni","Raion","District"
"MDA","MDA.23_1","Moldova","Leova","Raion","District"
"MDA","MDA.24_1","Moldova","Nisporeni","Raion","District"
"MDA","MDA.25_1","Moldova","Ocniţa","Raion","District"
"MDA","MDA.26_1","Moldova","Orhei","Raion","District"
"MDA","MDA.27_1","Moldova","Rezina","Raion","District"
"MDA","MDA.28_1","Moldova","Rîşcani","Raion","District"
"MDA","MDA.29_1","Moldova","Sîngerei","Raion","District"
"MDA","MDA.30_1","Moldova","Şoldăneşti","Raion","District"
"MDA","MDA.31_1","Moldova","Soroca","Raion","District"
"MDA","MDA.32_1","Moldova","Ştefan Voda","Raion","District"
"MDA","MDA.33_1","Moldova","Străşeni","Raion","District"
"MDA","MDA.34_1","Moldova","Taraclia","Raion","District"
"MDA","MDA.35_1","Moldova","Teleneşti","Raion","District"
"MDA","MDA.36_1","Moldova","Transnistria","Unitatea Teritorială","Territorial Unit"
"MDA","MDA.37_1","Moldova","Ungheni","Raion","District"
"MDG","MDG.1_1","Madagascar","Antananarivo","Faritany Mizakatena","Autonomous Province"
"MDG","MDG.2_1","Madagascar","Antsiranana","Faritany Mizakatena","Autonomous Province"
"MDG","MDG.3_1","Madagascar","Fianarantsoa","Faritany Mizakatena","Autonomous Province"
"MDG","MDG.4_1","Madagascar","Mahajanga","Faritany Mizakatena","Autonomous Province"
"MDG","MDG.5_1","Madagascar","Toamasina","Faritany Mizakatena","Autonomous Province"
"MDG","MDG.6_1","Madagascar","Toliary","Faritany Mizakatena","Autonomous Province"
"MEX","MEX.1_1","Mexico","Aguascalientes","Estado","State"
"MEX","MEX.3_1","Mexico","Baja California","Estado","State"
"MEX","MEX.2_1","Mexico","Baja California Sur","Estado","State"
"MEX","MEX.4_1","Mexico","Campeche","Estado","State"
"MEX","MEX.5_1","Mexico","Chiapas","Estado","State"
"MEX","MEX.6_1","Mexico","Chihuahua","Estado","State"
"MEX","MEX.7_1","Mexico","Coahuila","Estado","State"
"MEX","MEX.8_1","Mexico","Colima","Estado","State"
"MEX","MEX.9_1","Mexico","Distrito Federal","Distrito Federal","Federal District"
"MEX","MEX.10_1","Mexico","Durango","Estado","State"
"MEX","MEX.11_1","Mexico","Guanajuato","Estado","State"
"MEX","MEX.12_1","Mexico","Guerrero","Estado","State"
"MEX","MEX.13_1","Mexico","Hidalgo","Estado","State"
"MEX","MEX.14_1","Mexico","Jalisco","Estado","State"
"MEX","MEX.15_1","Mexico","México","Estado","State"
"MEX","MEX.16_1","Mexico","Michoacán","Estado","State"
"MEX","MEX.17_1","Mexico","Morelos","Estado","State"
"MEX","MEX.18_1","Mexico","Nayarit","Estado","State"
"MEX","MEX.19_1","Mexico","Nuevo León","Estado","State"
"MEX","MEX.20_1","Mexico","Oaxaca","Estado","State"
"MEX","MEX.21_1","Mexico","Puebla","Estado","State"
"MEX","MEX.22_1","Mexico","Querétaro","Estado","State"
"MEX","MEX.23_1","Mexico","Quintana Roo","Estado","State"
"MEX","MEX.24_1","Mexico","San Luis Potosí","Estado","State"
"MEX","MEX.25_1","Mexico","Sinaloa","Estado","State"
"MEX","MEX.26_1","Mexico","Sonora","Estado","State"
"MEX","MEX.27_1","Mexico","Tabasco","Estado","State"
"MEX","MEX.28_1","Mexico","Tamaulipas","Estado","State"
"MEX","MEX.29_1","Mexico","Tlaxcala","Estado","State"
"MEX","MEX.30_1","Mexico","Veracruz","Estado","State"
"MEX","MEX.31_1","Mexico","Yucatán","Estado","State"
"MEX","MEX.32_1","Mexico","Zacatecas","Estado","State"
"MKD","MKD.1_1","Macedonia","Aerodrom","Opština","Municipality"
"MKD","MKD.2_1","Macedonia","Aracinovo","Opština","Municipality"
"MKD","MKD.3_1","Macedonia","Berovo","Opština","Municipality"
"MKD","MKD.4_1","Macedonia","Bitola","Opština","Municipality"
"MKD","MKD.5_1","Macedonia","Bogdanci","Opština","Municipality"
"MKD","MKD.6_1","Macedonia","Bogovinje","Opština","Municipality"
"MKD","MKD.7_1","Macedonia","Bosilovo","Opština","Municipality"
"MKD","MKD.8_1","Macedonia","Brvenica","Opština","Municipality"
"MKD","MKD.9_1","Macedonia","Butel","Opština","Municipality"
"MKD","MKD.10_1","Macedonia","Čair","Opština","Municipality"
"MKD","MKD.11_1","Macedonia","Čaška","Opština","Municipality"
"MKD","MKD.12_1","Macedonia","Centar","Opština","Municipality"
"MKD","MKD.13_1","Macedonia","Centar župa","Opština","Municipality"
"MKD","MKD.14_1","Macedonia","Češinovo-Obleševo","Opština","Municipality"
"MKD","MKD.15_1","Macedonia","Čučer Sandevo","Opština","Municipality"
"MKD","MKD.16_1","Macedonia","Debar","Opština","Municipality"
"MKD","MKD.17_1","Macedonia","Debarca","Opština","Municipality"
"MKD","MKD.18_1","Macedonia","Delčevo","Opština","Municipality"
"MKD","MKD.19_1","Macedonia","Demir Hisar","Opština","Municipality"
"MKD","MKD.20_1","Macedonia","Demir Kapija","Opština","Municipality"
"MKD","MKD.21_1","Macedonia","Dolneni","Opština","Municipality"
"MKD","MKD.22_1","Macedonia","Drugovo","Opština","Municipality"
"MKD","MKD.23_1","Macedonia","Gazi Baba","Opština","Municipality"
"MKD","MKD.24_1","Macedonia","Gevgelija","Opština","Municipality"
"MKD","MKD.25_1","Macedonia","Gjorče Petrov","Opština","Municipality"
"MKD","MKD.26_1","Macedonia","Gostivar","Opština","Municipality"
"MKD","MKD.27_1","Macedonia","Gradsko","Opština","Municipality"
"MKD","MKD.28_1","Macedonia","Ilinden","Opština","Municipality"
"MKD","MKD.29_1","Macedonia","Jegunovtse","Opština","Municipality"
"MKD","MKD.30_1","Macedonia","Karbinci","Opština","Municipality"
"MKD","MKD.31_1","Macedonia","Karpoš","Opština","Municipality"
"MKD","MKD.32_1","Macedonia","Kavadartsi","Opština","Municipality"
"MKD","MKD.33_1","Macedonia","Kičevo","Opština","Municipality"
"MKD","MKD.34_1","Macedonia","Kisela Voda","Opština","Municipality"
"MKD","MKD.35_1","Macedonia","Kočani","Opština","Municipality"
"MKD","MKD.36_1","Macedonia","Konče","Opština","Municipality"
"MKD","MKD.37_1","Macedonia","Kratovo","Opština","Municipality"
"MKD","MKD.38_1","Macedonia","Kriva Palanka","Opština","Municipality"
"MKD","MKD.39_1","Macedonia","Krivogaštani","Opština","Municipality"
"MKD","MKD.40_1","Macedonia","Kruševo","Opština","Municipality"
"MKD","MKD.41_1","Macedonia","Kumanovo","Opština","Municipality"
"MKD","MKD.42_1","Macedonia","Lake Ohrid","Water body","Water body"
"MKD","MKD.43_1","Macedonia","Lipkovo","Opština","Municipality"
"MKD","MKD.44_1","Macedonia","Lozovo","Opština","Municipality"
"MKD","MKD.45_1","Macedonia","Makedonska Kamenica","Opština","Municipality"
"MKD","MKD.46_1","Macedonia","Makedonski Brod","Opština","Municipality"
"MKD","MKD.47_1","Macedonia","Mavrovo and Rostuša","Opština","Municipality"
"MKD","MKD.48_1","Macedonia","Mogila","Opština","Municipality"
"MKD","MKD.49_1","Macedonia","Negotino","Opština","Municipality"
"MKD","MKD.50_1","Macedonia","Novatsi","Opština","Municipality"
"MKD","MKD.51_1","Macedonia","Novo Selo","Opština","Municipality"
"MKD","MKD.52_1","Macedonia","Ohrid","Opština","Municipality"
"MKD","MKD.53_1","Macedonia","Oslomej","Opština","Municipality"
"MKD","MKD.54_1","Macedonia","Pehčevo","Opština","Municipality"
"MKD","MKD.55_1","Macedonia","Petrovec","Opština","Municipality"
"MKD","MKD.56_1","Macedonia","Plasnica","Opština","Municipality"
"MKD","MKD.57_1","Macedonia","Prilep","Opština","Municipality"
"MKD","MKD.58_1","Macedonia","Probištip","Opština","Municipality"
"MKD","MKD.59_1","Macedonia","Radoviš","Opština","Municipality"
"MKD","MKD.60_1","Macedonia","Rankovce","Opština","Municipality"
"MKD","MKD.61_1","Macedonia","Resen","Opština","Municipality"
"MKD","MKD.62_1","Macedonia","Rosoman","Opština","Municipality"
"MKD","MKD.63_1","Macedonia","Saraj","Opština","Municipality"
"MKD","MKD.64_1","Macedonia","Sopište","Opština","Municipality"
"MKD","MKD.65_1","Macedonia","Star Dojran","Opština","Municipality"
"MKD","MKD.66_1","Macedonia","Staro Nagoričane","Opština","Municipality"
"MKD","MKD.67_1","Macedonia","Štip","Opština","Municipality"
"MKD","MKD.68_1","Macedonia","Struga","Opština","Municipality"
"MKD","MKD.69_1","Macedonia","Strumitsa","Opština","Municipality"
"MKD","MKD.70_1","Macedonia","Studeničani","Opština","Municipality"
"MKD","MKD.71_1","Macedonia","Šuto Orizari","Opština","Municipality"
"MKD","MKD.72_1","Macedonia","Sveti Nikole","Opština","Municipality"
"MKD","MKD.73_1","Macedonia","Tearce","Opština","Municipality"
"MKD","MKD.74_1","Macedonia","Tetovo","Opština","Municipality"
"MKD","MKD.75_1","Macedonia","Valandovo","Opština","Municipality"
"MKD","MKD.76_1","Macedonia","Vasilevo","Opština","Municipality"
"MKD","MKD.77_1","Macedonia","Veles","Opština","Municipality"
"MKD","MKD.78_1","Macedonia","Vevčani","Opština","Municipality"
"MKD","MKD.79_1","Macedonia","Vinitsa","Opština","Municipality"
"MKD","MKD.80_1","Macedonia","Vraneštica","Opština","Municipality"
"MKD","MKD.81_1","Macedonia","Vrapčište","Opština","Municipality"
"MKD","MKD.82_1","Macedonia","Zajas","Opština","Municipality"
"MKD","MKD.83_1","Macedonia","Zelenikovo","Opština","Municipality"
"MKD","MKD.84_1","Macedonia","Želino","Opština","Municipality"
"MKD","MKD.85_1","Macedonia","Zrnovci","Opština","Municipality"
"MLI","MLI.1_1","Mali","Bamako","District","District"
"MLI","MLI.2_1","Mali","Gao","Région","Region"
"MLI","MLI.3_1","Mali","Kayes","Région","Region"
"MLI","MLI.4_1","Mali","Kidal","Région","Region"
"MLI","MLI.5_1","Mali","Koulikoro","Région","Region"
"MLI","MLI.6_1","Mali","Mopti","Région","Region"
"MLI","MLI.7_1","Mali","Ségou","Région","Region"
"MLI","MLI.8_1","Mali","Sikasso","Région","Region"
"MLI","MLI.9_1","Mali","Timbuktu","Région","Region"
"MLT","MLT.1_1","Malta","Ċentrali","Reġjun","Region"
"MLT","MLT.2_1","Malta","Għawdex","Reġjun","Region"
"MLT","MLT.3_1","Malta","Nofsinhar","Reġjun","Region"
"MLT","MLT.4_1","Malta","Tramuntana","Reġjun","Region"
"MLT","MLT.5_1","Malta","Xlokk","Reġjun","Region"
"MMR","MMR.1_1","Myanmar","Ayeyarwady","Yin","Division"
"MMR","MMR.2_1","Myanmar","Bago","Yin","Division"
"MMR","MMR.3_1","Myanmar","Chin","Pyine","State"
"MMR","MMR.4_1","Myanmar","Kachin","Pyine","State"
"MMR","MMR.5_1","Myanmar","Kayah","Pyine","State"
"MMR","MMR.6_1","Myanmar","Kayin","Pyine","State"
"MMR","MMR.7_1","Myanmar","Magway","Yin","Division"
"MMR","MMR.8_1","Myanmar","Mandalay","Yin","Division"
"MMR","MMR.9_1","Myanmar","Mon","Pyine","State"
"MMR","MMR.10_1","Myanmar","Naypyitaw","Union territory","Union territory"
"MMR","MMR.11_1","Myanmar","Rakhine","Pyine","State"
"MMR","MMR.12_1","Myanmar","Sagaing","Yin","Division"
"MMR","MMR.13_1","Myanmar","Shan","Pyine","State"
"MMR","MMR.14_1","Myanmar","Tanintharyi","Yin","Division"
"MMR","MMR.15_1","Myanmar","Yangon","Yin","Division"
"MNE","MNE.1_1","Montenegro","Andrijevica","Opština","Municipality"
"MNE","MNE.2_1","Montenegro","Bar","Opština","Municipality"
"MNE","MNE.3_1","Montenegro","Berane","Opština","Municipality"
"MNE","MNE.4_1","Montenegro","Bijelo Polje","Opština","Municipality"
"MNE","MNE.5_1","Montenegro","Budva","Opština","Municipality"
"MNE","MNE.6_1","Montenegro","Cetinje","Opština","Municipality"
"MNE","MNE.7_1","Montenegro","Danilovgrad","Opština","Municipality"
"MNE","MNE.8_1","Montenegro","Herceg Novi","Opština","Municipality"
"MNE","MNE.9_1","Montenegro","Kolašin","Opština","Municipality"
"MNE","MNE.10_1","Montenegro","Kotor","Opština","Municipality"
"MNE","MNE.11_1","Montenegro","Mojkovac","Opština","Municipality"
"MNE","MNE.12_1","Montenegro","Nikšic","Opština","Municipality"
"MNE","MNE.13_1","Montenegro","Plav","Opština","Municipality"
"MNE","MNE.14_1","Montenegro","Pljevlja","Opština","Municipality"
"MNE","MNE.15_1","Montenegro","Plužine","Opština","Municipality"
"MNE","MNE.16_1","Montenegro","Podgorica","Opština","Municipality"
"MNE","MNE.17_1","Montenegro","Rožaje","Opština","Municipality"
"MNE","MNE.18_1","Montenegro","Šavnik","Opština","Municipality"
"MNE","MNE.19_1","Montenegro","Tivat","Opština","Municipality"
"MNE","MNE.20_1","Montenegro","Ulcinj","Opština","Municipality"
"MNE","MNE.21_1","Montenegro","Žabljak","Opština","Municipality"
"MNG","MNG.1_1","Mongolia","Arhangay","Aimag|aymag","Province"
"MNG","MNG.2_1","Mongolia","Bayan-Ölgiy","Aimag|aymag","Province"
"MNG","MNG.3_1","Mongolia","Bayanhongor","Aimag|aymag","Province"
"MNG","MNG.4_1","Mongolia","Bulgan","Aimag|aymag","Province"
"MNG","MNG.5_1","Mongolia","Darhan-Uul","Hot","Municipality"
"MNG","MNG.6_1","Mongolia","Dornod","Aimag|aymag","Province"
"MNG","MNG.7_1","Mongolia","Dornogovi","Aimag|aymag","Province"
"MNG","MNG.8_1","Mongolia","Dundgovi","Aimag|aymag","Province"
"MNG","MNG.9_1","Mongolia","Dzavhan","Aimag|aymag","Province"
"MNG","MNG.10_1","Mongolia","Govi-Altay","Aimag|aymag","Province"
"MNG","MNG.11_1","Mongolia","Govisümber","Hot","Municipality"
"MNG","MNG.12_1","Mongolia","Hentiy","Aimag|aymag","Province"
"MNG","MNG.13_1","Mongolia","Hovd","Aimag|aymag","Province"
"MNG","MNG.14_1","Mongolia","Hövsgöl","Aimag|aymag","Province"
"MNG","MNG.15_1","Mongolia","Ömnögovi","Aimag|aymag","Province"
"MNG","MNG.16_1","Mongolia","Orhon","Hot","Municipality"
"MNG","MNG.17_1","Mongolia","Övörhangay","Aimag|aymag","Province"
"MNG","MNG.18_1","Mongolia","Selenge","Aimag|aymag","Province"
"MNG","MNG.19_1","Mongolia","Sühbaatar","Aimag|aymag","Province"
"MNG","MNG.20_1","Mongolia","Töv","Aimag|aymag","Province"
"MNG","MNG.21_1","Mongolia","Ulaanbaatar","Hot","Municipality"
"MNG","MNG.22_1","Mongolia","Uvs","Aimag|aymag","Province"
"MNP","MNP.1_1","Northern Mariana Islands","Northern Islands","Municipality","Municipality"
"MNP","MNP.2_1","Northern Mariana Islands","Rota","Municipality","Municipality"
"MNP","MNP.3_1","Northern Mariana Islands","Saipan","Municipality","Municipality"
"MNP","MNP.4_1","Northern Mariana Islands","Tinian","Municipality","Municipality"
"MOZ","MOZ.1_1","Mozambique","Cabo Delgado","Provincia","Province"
"MOZ","MOZ.2_1","Mozambique","Gaza","Provincia","Province"
"MOZ","MOZ.3_1","Mozambique","Inhambane","Provincia","Province"
"MOZ","MOZ.4_1","Mozambique","Manica","Provincia","Province"
"MOZ","MOZ.6_1","Mozambique","Maputo","Provincia","Province"
"MOZ","MOZ.5_1","Mozambique","Maputo City","Provincia","Province"
"MOZ","MOZ.7_1","Mozambique","Nampula","Provincia","Province"
"MOZ","MOZ.8_1","Mozambique","Nassa","Provincia","Province"
"MOZ","MOZ.9_1","Mozambique","Sofala","Provincia","Province"
"MOZ","MOZ.10_1","Mozambique","Tete","Provincia","Province"
"MOZ","MOZ.11_1","Mozambique","Zambezia","Provincia","Province"
"MRT","MRT.1_1","Mauritania","Adrar","Wilayat|Région","Region"
"MRT","MRT.2_1","Mauritania","Assaba","Wilayat|Région","Region"
"MRT","MRT.3_1","Mauritania","Brakna","Wilayat|Région","Region"
"MRT","MRT.4_1","Mauritania","Dakhlet Nouadhibou","Wilayat|Région","Region"
"MRT","MRT.5_1","Mauritania","Gorgol","Wilayat|Région","Region"
"MRT","MRT.6_1","Mauritania","Guidimaka","Wilayat|Région","Region"
"MRT","MRT.7_1","Mauritania","Hodh ech Chargui","Wilayat|Région","Region"
"MRT","MRT.8_1","Mauritania","Hodh el Gharbi","Wilayat|Région","Region"
"MRT","MRT.9_1","Mauritania","Inchiri","Wilayat|Région","Region"
"MRT","MRT.10_1","Mauritania","Nouakchott","District","District"
"MRT","MRT.11_1","Mauritania","Tagant","Wilayat|Région","Region"
"MRT","MRT.12_1","Mauritania","Tiris Zemmour","Wilayat|Région","Region"
"MRT","MRT.13_1","Mauritania","Trarza","Wilayat|Région","Region"
"MSR","MSR.1_1","Montserrat","Saint Anthon","Parish","Parish"
"MSR","MSR.2_1","Montserrat","Saint Georges","Parish","Parish"
"MSR","MSR.3_1","Montserrat","Saint Peter","Parish","Parish"
"MTQ","MTQ.1_1","Martinique","Fort-de-France","Arrondissement","Arrondissement"
"MTQ","MTQ.2_1","Martinique","Le Marin","Arrondissement","Arrondissement"
"MTQ","MTQ.3_1","Martinique","Le Trinité","Arrondissement","Arrondissement"
"MTQ","MTQ.4_1","Martinique","Saint-Pierre","Arrondissement","Arrondissement"
"MUS","MUS.1_1","Mauritius","Agalega Islands","Region","Region"
"MUS","MUS.2_1","Mauritius","Black River","District","District"
"MUS","MUS.3_1","Mauritius","Flacq","District","District"
"MUS","MUS.4_1","Mauritius","Grand Port","District","District"
"MUS","MUS.5_1","Mauritius","Moka","District","District"
"MUS","MUS.6_1","Mauritius","Pamplemousses","District","District"
"MUS","MUS.7_1","Mauritius","Plaines Wilhems","District","District"
"MUS","MUS.8_1","Mauritius","Port Louis","District","District"
"MUS","MUS.9_1","Mauritius","Rivière du Rempart","District","District"
"MUS","MUS.10_1","Mauritius","Rodriguez","Autonomous island","Autonomous island"
"MUS","MUS.11_1","Mauritius","Saint Brandon","Region","Region"
"MUS","MUS.12_1","Mauritius","Savanne","District","District"
"MWI","MWI.1_1","Malawi","Balaka","District","District"
"MWI","MWI.2_1","Malawi","Blantyre","District","District"
"MWI","MWI.3_1","Malawi","Chikwawa","District","District"
"MWI","MWI.4_1","Malawi","Chiradzulu","District","District"
"MWI","MWI.5_1","Malawi","Chitipa","District","District"
"MWI","MWI.6_1","Malawi","Dedza","District","District"
"MWI","MWI.7_1","Malawi","Dowa","District","District"
"MWI","MWI.8_1","Malawi","Karonga","District","District"
"MWI","MWI.9_1","Malawi","Kasungu","District","District"
"MWI","MWI.10_1","Malawi","Likoma","District","District"
"MWI","MWI.11_1","Malawi","Lilongwe","District","District"
"MWI","MWI.12_1","Malawi","Machinga","District","District"
"MWI","MWI.13_1","Malawi","Mangochi","District","District"
"MWI","MWI.14_1","Malawi","Mchinji","District","District"
"MWI","MWI.15_1","Malawi","Mulanje","District","District"
"MWI","MWI.16_1","Malawi","Mwanza","District","District"
"MWI","MWI.17_1","Malawi","Mzimba","District","District"
"MWI","MWI.18_1","Malawi","Neno","District","District"
"MWI","MWI.19_1","Malawi","Nkhata Bay","District","District"
"MWI","MWI.20_1","Malawi","Nkhotakota","District","District"
"MWI","MWI.21_1","Malawi","Nsanje","District","District"
"MWI","MWI.22_1","Malawi","Ntcheu","District","District"
"MWI","MWI.23_1","Malawi","Ntchisi","District","District"
"MWI","MWI.24_1","Malawi","Phalombe","District","District"
"MWI","MWI.25_1","Malawi","Rumphi","District","District"
"MWI","MWI.26_1","Malawi","Salima","District","District"
"MWI","MWI.27_1","Malawi","Thyolo","District","District"
"MWI","MWI.28_1","Malawi","Zomba","District","District"
"MYS","MYS.1_1","Malaysia","Johor","Negeri","State"
"MYS","MYS.2_1","Malaysia","Kedah","Negeri","State"
"MYS","MYS.3_1","Malaysia","Kelantan","Negeri","State"
"MYS","MYS.4_1","Malaysia","Kuala Lumpur","Wilayah Persekutuan","Federal Territory"
"MYS","MYS.5_1","Malaysia","Labuan","Wilayah Persekutuan","Federal Territory"
"MYS","MYS.6_1","Malaysia","Melaka","Negeri","State"
"MYS","MYS.7_1","Malaysia","Negeri Sembilan","Negeri","State"
"MYS","MYS.8_1","Malaysia","Pahang","Negeri","State"
"MYS","MYS.9_1","Malaysia","Perak","Negeri","State"
"MYS","MYS.10_1","Malaysia","Perlis","Negeri","State"
"MYS","MYS.11_1","Malaysia","Pulau Pinang","Negeri","State"
"MYS","MYS.12_1","Malaysia","Putrajaya","Wilayah Persekutuan","Federal Territory"
"MYS","MYS.13_1","Malaysia","Sabah","Negeri","State"
"MYS","MYS.14_1","Malaysia","Sarawak","Negeri","State"
"MYS","MYS.15_1","Malaysia","Selangor","Negeri","State"
"MYS","MYS.16_1","Malaysia","Trengganu","Negeri","State"
"MYT","MYT.1_1","Mayotte","Acoua","Chef-lieu canton","Commune"
"MYT","MYT.2_1","Mayotte","Bandraboua","Chef-lieu canton","Commune"
"MYT","MYT.3_1","Mayotte","Bandrele","Chef-lieu canton","Commune"
"MYT","MYT.4_1","Mayotte","Boueni","Chef-lieu canton","Commune"
"MYT","MYT.5_1","Mayotte","Chiconi","Chef-lieu canton","Commune"
"MYT","MYT.6_1","Mayotte","Chirongui","Chef-lieu canton","Commune"
"MYT","MYT.7_1","Mayotte","Dembeni","Chef-lieu canton","Commune"
"MYT","MYT.8_1","Mayotte","Dzaoudzi","Préfecture de région","Commune"
"MYT","MYT.9_1","Mayotte","Kani-Keli","Chef-lieu canton","Commune"
"MYT","MYT.10_1","Mayotte","Koungou","Chef-lieu canton","Commune"
"MYT","MYT.11_1","Mayotte","M'tsangamouji","Chef-lieu canton","Commune"
"MYT","MYT.12_1","Mayotte","Mamoudzou","Sous-préfecture","Commune"
"MYT","MYT.13_1","Mayotte","Mtsamboro","Chef-lieu canton","Commune"
"MYT","MYT.14_1","Mayotte","Ouangani","Chef-lieu canton","Commune"
"MYT","MYT.15_1","Mayotte","Pamandzi","Chef-lieu canton","Commune"
"MYT","MYT.16_1","Mayotte","Sada","Chef-lieu canton","Commune"
"MYT","MYT.17_1","Mayotte","Tsingoni","Chef-lieu canton","Commune"
"NAM","NAM.1_1","Namibia","!Karas","Region","Region"
"NAM","NAM.2_1","Namibia","Erongo","Region","Region"
"NAM","NAM.3_1","Namibia","Hardap","Region","Region"
"NAM","NAM.4_1","Namibia","Kavango","Region","Region"
"NAM","NAM.5_1","Namibia","Khomas","Region","Region"
"NAM","NAM.6_1","Namibia","Kunene","Region","Region"
"NAM","NAM.7_1","Namibia","Ohangwena","Region","Region"
"NAM","NAM.8_1","Namibia","Omaheke","Region","Region"
"NAM","NAM.9_1","Namibia","Omusati","Region","Region"
"NAM","NAM.10_1","Namibia","Oshana","Region","Region"
"NAM","NAM.11_1","Namibia","Oshikoto","Region","Region"
"NAM","NAM.12_1","Namibia","Otjozondjupa","Region","Region"
"NAM","NAM.13_1","Namibia","Zambezi","Region","Region"
"NCL","NCL.1_1","New Caledonia","Îles Loyauté","Province","Province"
"NCL","NCL.2_1","New Caledonia","Nord","Province","Province"
"NCL","NCL.3_1","New Caledonia","Sud","Province","Province"
"NER","NER.1_1","Niger","Agadez","Département","Department"
"NER","NER.2_1","Niger","Diffa","Département","Department"
"NER","NER.3_1","Niger","Dosso","Département","Department"
"NER","NER.4_1","Niger","Maradi","Département","Department"
"NER","NER.5_1","Niger","Niamey","Communauté Urbaine","Capital District"
"NER","NER.6_1","Niger","Tahoua","Département","Department"
"NER","NER.7_1","Niger","Tillabéry","Département","Department"
"NER","NER.8_1","Niger","Zinder","Département","Department"
"NGA","NGA.1_1","Nigeria","Abia","State","State"
"NGA","NGA.2_1","Nigeria","Adamawa","State","State"
"NGA","NGA.3_1","Nigeria","Akwa Ibom","State","State"
"NGA","NGA.4_1","Nigeria","Anambra","State","State"
"NGA","NGA.5_1","Nigeria","Bauchi","State","State"
"NGA","NGA.6_1","Nigeria","Bayelsa","State","State"
"NGA","NGA.7_1","Nigeria","Benue","State","State"
"NGA","NGA.8_1","Nigeria","Borno","State","State"
"NGA","NGA.9_1","Nigeria","Cross River","State","State"
"NGA","NGA.10_1","Nigeria","Delta","State","State"
"NGA","NGA.11_1","Nigeria","Ebonyi","State","State"
"NGA","NGA.12_1","Nigeria","Edo","State","State"
"NGA","NGA.13_1","Nigeria","Ekiti","State","State"
"NGA","NGA.14_1","Nigeria","Enugu","State","State"
"NGA","NGA.15_1","Nigeria","Federal Capital Territory","State","State"
"NGA","NGA.16_1","Nigeria","Gombe","State","State"
"NGA","NGA.17_1","Nigeria","Imo","State","State"
"NGA","NGA.18_1","Nigeria","Jigawa","State","State"
"NGA","NGA.19_1","Nigeria","Kaduna","State","State"
"NGA","NGA.20_1","Nigeria","Kano","State","State"
"NGA","NGA.21_1","Nigeria","Katsina","State","State"
"NGA","NGA.22_1","Nigeria","Kebbi","State","State"
"NGA","NGA.23_1","Nigeria","Kogi","State","State"
"NGA","NGA.24_1","Nigeria","Kwara","State","State"
"NGA","NGA.25_1","Nigeria","Lagos","State","State"
"NGA","NGA.26_1","Nigeria","Nassarawa","State","State"
"NGA","NGA.27_1","Nigeria","Niger","State","State"
"NGA","NGA.28_1","Nigeria","Ogun","State","State"
"NGA","NGA.29_1","Nigeria","Ondo","State","State"
"NGA","NGA.30_1","Nigeria","Osun","State","State"
"NGA","NGA.31_1","Nigeria","Oyo","State","State"
"NGA","NGA.32_1","Nigeria","Plateau","State","State"
"NGA","NGA.33_1","Nigeria","Rivers","State","State"
"NGA","NGA.34_1","Nigeria","Sokoto","State","State"
"NGA","NGA.35_1","Nigeria","Taraba","State","State"
"NGA","NGA.36_1","Nigeria","Yobe","State","State"
"NGA","NGA.37_1","Nigeria","Zamfara","State","State"
"NIC","NIC.1_1","Nicaragua","Atlántico Norte","Región Autónoma","Autonomous Region"
"NIC","NIC.2_1","Nicaragua","Atlántico Sur","Región Autónoma","Autonomous Region"
"NIC","NIC.3_1","Nicaragua","Boaco","Departamento","Department"
"NIC","NIC.4_1","Nicaragua","Carazo","Departamento","Department"
"NIC","NIC.5_1","Nicaragua","Chinandega","Departamento","Department"
"NIC","NIC.6_1","Nicaragua","Chontales","Departamento","Department"
"NIC","NIC.7_1","Nicaragua","Estelí","Departamento","Department"
"NIC","NIC.8_1","Nicaragua","Granada","Departamento","Department"
"NIC","NIC.9_1","Nicaragua","Jinotega","Departamento","Department"
"NIC","NIC.10_1","Nicaragua","Lago Nicaragua","Water body","Water body"
"NIC","NIC.11_1","Nicaragua","León","Departamento","Department"
"NIC","NIC.12_1","Nicaragua","Madriz","Departamento","Department"
"NIC","NIC.13_1","Nicaragua","Managua","Departamento","Department"
"NIC","NIC.14_1","Nicaragua","Masaya","Departamento","Department"
"NIC","NIC.15_1","Nicaragua","Matagalpa","Departamento","Department"
"NIC","NIC.16_1","Nicaragua","Nueva Segovia","Departamento","Department"
"NIC","NIC.17_1","Nicaragua","Río San Juan","Departamento","Department"
"NIC","NIC.18_1","Nicaragua","Rivas","Departamento","Department"
